Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Chimakothi,55064.83,50.92
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Chubachu,55538.06,51.4
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Paro Shaba,55518.48,51.38
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Haa,56189,52.05
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Wangdue Zero Point,55866.37,51.73
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Beychu,56089.87,51.95
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Samtse Checkpost,53566.12,49.43
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Sipsoo,54934.46,50.79
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Pagli,53597.72,49.46
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Gedu,54652.13,50.51
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Mitsina,55776.97,51.64
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Khuruthang,55847.87,51.71
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Gasa,56987.61,52.85
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Dorokha,54173.4,50.03
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Langdru (Khasadrapchu),55022.68,50.88
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Chanzamtok,55538.06,51.4
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Gomtu Phuentshopelri,53597.72,49.46
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Motithang,55538.06,51.4
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Lungtenzampa,55538.06,51.4
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Olakha,55538.06,51.4
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Samtse Town,53115.82,48.98
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Langlitsawa,56089.87,51.95
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Gomtu,53597.72,49.46
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Phuentsholing Truck Parking,53803.12,49.66
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Phuentsholing Dungkhag Office,53803.12,49.66
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Phuentsholing Near MDP,53803.12,49.66
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,,0,0
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,,0,0
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,Ramtokto,76573.73,76.57
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2022-01-16,"Chamkuna LAP,Phuntsholing",74483.72,74.48
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Gelephu Town,71189.2,71.19
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Sarpang,71539.21,71.54
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Dagapela,72903.68,72.9
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Tsirang,72426.81,72.43
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Zhemgang,75541.75,75.54
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Trongsa,74524.43,74.52
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Bumthang,74969.29,74.97
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Dagana,73401.54,73.4
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Lhamoizingkha,71293.55,71.29
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Dangdung,74648.01,74.65
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Panbang,72741.73,72.74
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Tingtibi,72955.49,72.96
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Gelephu Town,75394.57,75.39
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Sarpang,75786.21,75.79
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Dagapela,77286.62,77.29
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Tsirang,76833.33,76.83
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Zhemgang,79975.05,79.98
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Trongsa,78946.09,78.95
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Bumthang,79514.96,79.51
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Dagana,77829.02,77.83
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Lhamoizingkha,75472.2,75.47
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Dangdung,78956.43,78.96
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Panbang,76947.1,76.95
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Tingtibi,77215.3,77.22
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Gelephu Forest Checkpost,71189.2,71.19
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Sarpang,71539.21,71.54
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Dagapela,72903.68,72.9
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Tsirang,72426.81,72.43
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Zhemgang,73127.95,73.13
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Trongsa,74095.31,74.1
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Bumthang,74969.29,74.97
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Dagana,73401.54,73.4
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Lhamoizingkha,72196.73,72.2
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Dangdung,74648.01,74.65
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Panbang,72741.73,72.74
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Tingtibi,72378.79,72.38
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Gelephu Gate,71189.2,71.19
Central Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Gelephu Town,71189.2,71.19
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Gelephu Forest Checkpost,75394.57,75.39
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Sarpang,75786.21,75.79
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Dagapela,77286.62,77.29
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Tsirang,76833.33,76.83
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Zhemgang,77561.25,77.56
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Trongsa,78516.97,78.52
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Bumthang,79514.96,79.51
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Dagana,77829.02,77.83
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Lhamoizingkha,76405.01,76.41
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Dangdung,78956.43,78.96
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Panbang,76947.1,76.95
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Tingtibi,76638.6,76.64
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Gelephu Gate,75394.57,75.39
Central Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Gelephu Town,75394.57,75.39
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Samdrup Jongkhar,71949.83,71.95
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Wamrong,73366.42,73.37
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Trashigang,73649.93,73.65
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Trashiyangtse,74543.02,74.54
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Mongar,74709.04,74.71
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Gyelposing,74701.35,74.7
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Kanglung,73822.55,73.82
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Pemagatshel,73242.16,73.24
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Lhuntse,75240.03,75.24
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Jomotsangkha,72793.48,72.79
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Autsho,74887.13,74.89
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Doksum,73930.25,73.93
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Bhangtar,72557.75,72.56
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Rangjung,73926.91,73.93
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Samdrup Jongkhar,76157.07,76.16
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Wamrong,77821.03,77.82
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Trashigang,77899.48,77.9
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Trashiyangtse,78983.53,78.98
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Mongar,79072.87,79.07
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Gyelposing,78911.83,78.91
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Kanglung,78243.96,78.24
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Pemagatshel,77634.78,77.63
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Lhuntse,79538.93,79.54
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Jomotsangkha,77002.78,77
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Autsho,79150.78,79.15
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Doksum,78206.23,78.21
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Bhangtar,76764.99,76.76
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-16,Rangjung,78234.62,78.23
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Nganglam,71824.19,71.82
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Samdrup Jongkhar Gate,71949.83,71.95
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Nganglam Potonala,71824.19,71.82
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Wamrong,73366.42,73.37
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Trashigang,73649.93,73.65
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Trashiyangtse,74543.02,74.54
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Mongar,74709.04,74.71
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Gyelposing,74701.35,74.7
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Kanglung,73822.55,73.82
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Pemagatshel,73242.16,73.24
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Lhuntse,75240.03,75.24
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Jomotsangkha,71949.83,71.95
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Autsho,74887.13,74.89
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Doksum,73930.25,73.93
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Bhangtar,72557.75,72.56
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Rangjung,73926.91,73.93
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2022-01-16,Samdrup Jongkhar Upper Town,71949.83,71.95
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Nganglam,76031.1,76.03
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Samdrup Jongkhar Gate,76157.07,76.16
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Nganglam Potonala,76031.1,76.03
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Wamrong,77821.03,77.82
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Trashigang,77899.48,77.9
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Trashiyangtse,78983.53,78.98
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Mongar,79072.87,79.07
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Gyelposing,78911.83,78.91
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Kanglung,78243.96,78.24
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Pemagatshel,77634.78,77.63
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Lhuntse,79538.93,79.54
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Jomotsangkha,76157.07,76.16
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Autsho,79150.78,79.15
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Doksum,78206.23,78.21
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Bhangtar,76764.99,76.76
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Rangjung,78234.62,78.23
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Samdrup Jongkhar Upper Town,76157.07,76.16
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Phuentsholing,67238.78,67.24
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Rinchending,67319.24,67.32
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Pasakha,67372.88,67.37
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Chimakothi,68673.65,68.67
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Lungtenzampa,69135.37,69.14
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Paro Town,69130.09,69.13
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Haa,69864.44,69.86
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Bajo Town,69383.81,69.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Beychu,69607.31,69.61
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Samtse Town,66735.05,66.74
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Sipsoo,68389.48,68.39
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Gomtu,66794.51,66.79
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Gedu,68264.09,68.26
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Khuruthang,69361.31,69.36
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Gasa,70649.27,70.65
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Motithang,69135.37,69.14
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Olakha,69135.37,69.14
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Paro NIE Bridge,69130.09,69.13
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Langlitsawa,69607.31,69.61
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Wangdue Zero Point,69383.81,69.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Phuentsholing Main gate,67238.78,67.24
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Samdrup Jongkhar,100144.11,100.14
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Wamrong,101770.19,101.77
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Trashigang,101880.04,101.88
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Trashiyangtse,102934.85,102.93
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Mongar,103035.93,103.04
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Gyelposing,102898.37,102.9
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Kanglung,102198.2,102.2
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Pemagatshel,101593.44,101.59
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Lhuntse,103511.93,103.51
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Jomotsangkha,100987.76,100.99
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Autsho,103129.18,103.13
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Doksum,102173.81,102.17
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Bhangtar,100752.03,100.75
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Rangjung,102206.27,102.21
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Phuentsholing,72731.09,72.73
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Rinchending,72811.55,72.81
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Pasakha,72865.19,72.87
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Chimakothi,74457.05,74.46
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Lungtenzampa,74899.42,74.9
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Paro Town,74918.17,74.92
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Haa,75759.81,75.76
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Bajo Town,75013.6,75.01
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Beychu,75237.1,75.24
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Samtse Town,72226.13,72.23
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Sipsoo,73914.32,73.91
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-01-01,Gomtu,72285.74,72.29
